字,聲母,介音,韻腹,韻尾,聲調,注
潤,l,,u,n,6,
漲,t,,o,ŋ,5,
澀,s,,ɛ,t,7,
涯,ŋ,,a,i,2,
淆,h,,a,u,2,
淋,t,,i,n,2,
淑,s,,u,ʔ,7,
淡,h,,a,n,6,白
淡,tʰ,,a,n,6,文
淤,,,i,,1,
淫,,,i,n,2,
淮,f,,a,i,2,
深,ɕ,,i,n,1,
混,f,,u,n,6,
淹,,j,ɛ,n,1,
添,tʰ,j,ɛ,n,1,
清,tɕʰ,,i,n,1,
淵,,ɥ,o,n,1,
漸,tɕʰ,j,ɛ,n,6,
漁,n,j,ɛ,,2,白
漁,n,,i,,2,文
滲,s,,ɛ,n,5,
佢,k,,ɛ,,3,「他」
渠,tɕʰ,,i,,2,
渠,k,,ɛ,,3,「他」
他,k,,ɛ,,3,〈佢〉
她,k,,ɛ,,3,〈佢〉
渡,tʰ,,u,,6,
渣,ts,,a,,1,
溫,,,u,n,1,
港,k,,o,ŋ,3,
渴,kʰ,,o,t,7,
游,,j,u,,2,
渺,m,j,a,u,3,
湖,f,,u,,2,
灣,,w,a,n,1,
溼,ɕ,,i,t,7,
潰,f,,i,,6,
濺,tɕ,j,ɛ,n,5,
溉,kʰ,,o,i,5,
源,n,ɥ,o,n,2,
溜,l,j,u,,6,白
溜,t,j,u,,2,文
溪,tɕʰ,,i,,1,
溺,l,,i,ʔ,7,
滂,pʰ,,o,ŋ,1,
滋,ts,,ɿ,,1,
滑,,w,a,t,8,白
滑,f,,a,t,8,文
滔,tʰ,,a,u,1,
滾,k,,u,n,3,
滯,tʰ,,i,,5,
滿,m,,o,n,3,
濾,t,,i,,5,
濫,l,,a,n,6,
灘,tʰ,,a,n,1,
滴,t,,i,ʔ,7,
滴,t,,i,ʔ,8,
漂,pʰ,j,a,u,3,
漂,pʰ,j,a,u,5,
漆,tɕʰ,,i,t,7,
漏,l,,ɛ,u,6,
演,,j,ɛ,n,3,
漫,m,,o,n,6,
漱,s,,ɛ,u,5,
潘,pʰ,,o,n,1,
潛,tɕʰ,j,ɛ,n,2,
潭,tʰ,,a,n,2,
潮,tʰ,,a,u,2,
潮,tʰ,,ɛ,u,2,
潺,tsʰ,,a,n,1,
澄,tʰ,,i,n,2,
澈,tʰ,,ɛ,t,8,
澡,ts,,a,u,3,
激,tɕ,,i,ʔ,7,
濯,tsʰ,,o,ʔ,8,
瀑,pʰ,,u,ʔ,8,
灌,k,w,o,n,5,
火,f,,o,,3,
滅,m,j,ɛ,t,7,
燈,t,,ɛ,n,1,
灰,f,,o,i,1,
灰,f,,i,,1,
靈,t,,i,n,2,
災,ts,,a,i,1,
燦,tsʰ,,a,n,5,
爐,l,,u,,2,
炊,tʰ,w,i,,1,
炎,,j,ɛ,n,2,
炒,tsʰ,,a,u,3,
炕,kʰ,,o,ŋ,5,
燉,t,,u,n,1,
炙,t,,a,ʔ,7,白
炙,t,,i,ʔ,7,文
炭,tʰ,,a,n,5,
炮,pʰ,,a,u,5,
點,t,j,ɛ,n,3,
煉,t,ɥ,o,n,6,
爛,l,,a,n,6,
烈,t,j,ɛ,t,7,
烘,f,,u,ŋ,1,
烙,l,,o,ʔ,7,
燭,t,,u,ʔ,7,
煙,,j,ɛ,n,1,
烤,kʰ,,a,u,5,
煩,f,,a,n,2,
燒,s,,ɛ,u,1,
熱,n,j,ɛ,t,8,白
熱,l,,ɛ,t,7,白
烹,pʰ,,ɛ,n,1,
焉,,j,ɛ,n,1,
煥,f,,o,n,5,
焚,f,,u,n,2,
焦,tɕ,j,a,u,1,
焰,,j,ɛ,n,6,
然,l,,ɛ,n,2,
煎,tɕ,j,ɛ,n,5,
照,t,,a,u,5,
照,t,,ɛ,u,5,
煨,,w,i,,1,
煮,t,,u,,3,
熄,ɕ,,i,ʔ,7,
熊,ɕ,j,u,ŋ,2,
熙,ɕ,,i,,1,
熟,s,,u,ʔ,8,
熬,ŋ,,a,u,2,
燎,t,j,a,u,2,
燕,,j,ɛ,n,1,
燕,,j,ɛ,n,5,
燠,,,a,u,5,
爆,p,,a,u,5,
爪,ts,,a,u,3,
爬,pʰ,,a,,2,
愛,,,o,i,5,
爵,tɕ,j,o,ʔ,7,
父,f,,u,,6,
爹,t,j,a,,1,
爽,s,,o,ŋ,3,
片,pʰ,j,ɛ,n,5,
版,p,,a,n,3,
牌,pʰ,,a,i,2,
牘,tʰ,,u,ʔ,8,
牙,ŋ,,a,,2,
牛,ŋ,,ɛ,u,2,白
牛,n,j,u,,2,文
牝,pʰ,,i,n,3,
牡,m,,ɛ,u,3,
牢,l,,a,u,2,
牧,m,,u,ʔ,7,
物,,,u,t,7,
牲,s,,a,ŋ,1,白
牲,s,,ɛ,n,1,文
牽,tɕʰ,j,ɛ,n,1,
特,tʰ,,ɛ,ʔ,8,
犧,ɕ,,i,,1,
犀,ɕ,,i,,1,
犁,t,,i,,2,
犒,kʰ,,a,u,5,
犬,tɕʰ,ɥ,o,n,3,
犯,f,,a,n,6,
狀,tsʰ,,o,ŋ,6,
狂,kʰ,w,o,ŋ,2,
狄,tʰ,,i,ʔ,8,
狎,h,,a,t,8,
狐,f,,u,,2,
狗,k,,ɛ,u,3,
狡,k,,a,u,3,
獨,tʰ,,u,ʔ,8,
狹,h,,a,t,8,
獅,s,,ɿ,,1,
獄,n,j,u,ʔ,7,
狼,l,,o,ŋ,2,
獵,t,j,ɛ,t,8,
猛,m,,ɛ,n,3,
猜,tsʰ,,a,i,1,
猝,tsʰ,,u,t,7,
豬,t,,ɛ,,1,白
豬,t,,u,,1,文
貓,m,j,a,u,2,
獻,ɕ,j,ɛ,n,5,
猴,h,,ɛ,u,2,
獺,tʰ,,a,t,7,
玄,ɕ,ɥ,o,n,2,
率,s,,u,t,7,
率,t,,y,t,7,
玉,n,j,u,ʔ,7,
王,,w,o,ŋ,2,
玩,,w,o,i,3,〈猥〉
玩,,w,a,n,2,
玫,m,,i,,2,
玫,m,,o,i,2,
環,,w,a,n,2,白
環,f,,a,n,2,文
現,ɕ,j,ɛ,n,6,
璽,ɕ,,i,,3,
玻,p,,o,,1,
珀,pʰ,,ɛ,ʔ,8,
珊,s,,a,n,1,
珍,t,,i,n,1,
珠,t,,u,,1,
班,p,,a,n,1,
球,tɕʰ,j,u,,2,
理,t,,i,,3,
瑣,s,,o,,3,
琛,ɕ,,i,n,1,
琢,ts,,o,ʔ,7,
琴,tɕʰ,,i,n,2,
琵,pʰ,,i,,2,
琶,pʰ,,a,,2,
瓊,tɕʰ,j,u,ŋ,2,
瑕,h,,a,,2,
瑞,s,w,i,,6,
瑟,s,,ɛ,ʔ,7,
瑰,k,w,i,,5,
璃,t,,i,,2,
璞,pʰ,,u,ʔ,8,
璧,p,,i,ʔ,7,
瓜,k,w,a,,1,
瓢,pʰ,j,a,u,2,
瓣,pʰ,,a,n,3,
瓤,l,,o,ŋ,2,
瓦,,w,a,,3,
甕,,,u,ŋ,5,
瓶,pʰ,,i,n,2,
甘,k,,o,n,1,
甚,ɕ,,i,n,6,
甜,tʰ,j,ɛ,n,2,
生,s,,a,ŋ,1,白
生,s,,ɛ,n,1,文
用,,j,u,ŋ,6,
甫,pʰ,,u,,3,
甫,f,,u,,3,
甬,,j,u,ŋ,3,
田,tʰ,j,ɛ,n,2,
由,,j,u,,2,
甲,k,,a,t,7,
申,ɕ,,i,n,1,
電,tʰ,j,ɛ,n,6,
男,l,,a,n,2,
暢,tʰ,,o,ŋ,5,
界,k,,a,i,5,
畏,,w,i,,5,
留,t,j,u,,2,
畜,tʰ,,u,ʔ,7,
畜,ɕ,j,u,ʔ,7,
略,t,j,o,ʔ,7,
番,f,,a,n,1,
疆,tɕ,j,o,ŋ,1,
疑,n,,i,,2,
疝,s,,a,n,5,
瘧,n,j,o,ʔ,7,
疫,,,i,,5,新
瘡,tsʰ,,o,ŋ,1,
疲,pʰ,,i,,2,
疵,tsʰ,,ɿ,,1,
疹,t,,i,n,3,
疼,tʰ,,u,ŋ,2,
疽,tɕ,,i,,1,
疾,tɕʰ,,i,t,8,
病,pʰ,j,a,ŋ,6,白
病,pʰ,,i,n,6,文
痊,tɕʰ,ɥ,o,n,1,
癢,,j,o,ŋ,3,
痔,tʰ,,i,,6,
痕,h,,ɛ,n,2,
痛,tʰ,,u,ŋ,5,
痢,t,,i,,6,
痰,tʰ,,a,n,2,
痲,m,,a,,2,
癡,tʰ,,i,,1,
瘦,s,,ɛ,u,5,
癩,l,,a,i,6,
癩,l,,a,t,7,
癲,t,j,ɛ,n,1,
登,t,,ɛ,n,1,
白,pʰ,,a,ʔ,8,白
白,pʰ,,ɛ,ʔ,8,文
百,p,,a,ʔ,7,白
百,p,,ɛ,ʔ,7,文
皂,tsʰ,,a,u,6,
的,k,,o,,0,〈嗰〉
的,t,,i,ʔ,7,
嗰,k,,o,,0,「的」
皆,k,,a,i,1,
皇,f,,o,ŋ,2,
皓,h,,a,u,6,
皖,f,,a,n,3,
皮,pʰ,,i,,2,
皺,ts,,ɛ,u,5,
皴,tɕ,,y,n,3,
皿,m,,i,n,3,
盅,t,,u,ŋ,1,
盆,pʰ,,u,n,2,
盈,,,i,n,2,
益,,,i,ʔ,7,
盍,h,,o,t,8,
盞,ts,,a,n,3,
鹽,,j,ɛ,n,2,
監,k,,a,n,1,
監,k,,a,n,5,
盒,h,,o,t,8,
盔,kʰ,w,i,,1,
蓋,k,,o,i,5,
盜,tʰ,,a,u,6,
盤,pʰ,,o,n,2,
盛,ɕ,,i,n,6,
盟,m,,i,n,2,
目,m,,u,ʔ,7,
盲,m,,o,ŋ,2,
直,tʰ,,i,ʔ,8,
值,tʰ,,i,ʔ,8,
值,tsʰ,,ɿ,ʔ,8,新
相,ɕ,j,o,ŋ,1,
相,ɕ,j,o,ŋ,5,
盼,pʰ,,a,n,5,
盾,ɕ,,y,n,3,
省,s,,ɛ,n,3,
省,s,,a,ŋ,3,白
省,ɕ,,i,n,3,
眉,m,,i,,2,
看,kʰ,,o,n,5,
看,kʰ,,o,n,1,
真,t,,i,n,1,
眠,m,j,ɛ,n,2,
眨,ts,,a,t,7,
眩,ɕ,ɥ,o,n,2,
眷,tɕ,ɥ,o,n,5,
眸,m,j,a,u,2,
眺,tʰ,j,a,u,5,
眼,ŋ,,a,n,3,
着,t,,o,ʔ,7,「穿」
着,tʰ,,o,ʔ,8,～火
睛,tɕ,j,a,ŋ,1,白
睛,tɕ,,i,n,1,文
睡,s,w,i,,6,
督,t,,u,ʔ,7,
瞎,h,,a,t,7,
瞞,m,,o,n,2,
瞪,tsʰ,,ɛ,n,1,白
瞬,s,,u,n,3,
瞰,kʰ,,a,n,5,
瞳,tʰ,,u,ŋ,2,
瞻,t,,ɛ,n,1,
瞿,tɕʰ,,i,,2,
矛,m,,a,u,2,
矜,tɕ,,i,n,1,
矢,ɕ,,i,,3,
矣,,,i,,3,
知,t,,i,,1,
矩,tɕ,,i,,3,
矯,tɕ,j,a,u,3,
短,t,,o,n,3,
矮,,,a,i,3,
石,s,,a,ʔ,8,白
石,ɕ,,i,ʔ,8,文
礦,kʰ,w,o,ŋ,5,
碼,m,,a,,3,
砌,tɕʰ,,i,,5,
砍,kʰ,,o,n,3,
研,ŋ,,ɛ,n,3,白
研,n,j,ɛ,n,3,文
磚,t,,o,n,1,
硯,n,j,ɛ,n,6,
破,pʰ,,o,,5,
碩,ɕ,,i,ʔ,8,
硬,ŋ,,a,ŋ,6,白
硬,ŋ,,ɛ,n,6,文
確,kʰ,,o,ʔ,7,
礙,ŋ,,o,i,6,
碎,s,w,o,i,5,白
碎,s,w,i,,5,文
碑,p,,i,,1,
碗,,w,o,n,3,
碧,p,,i,ʔ,7,
鹼,k,,a,n,3,
磁,tsʰ,,ɿ,,2,
磕,kʰ,,o,t,7,
磨,m,,o,,2,
磨,m,,o,,6,
磬,tɕʰ,j,a,ŋ,5,白
磬,tɕʰ,,i,n,5,文
磷,t,,i,n,2,
示,ɕ,,i,,6,
禮,t,,i,,3,
社,s,,a,,6,
祀,s,,ɿ,,6,
祈,tɕʰ,,i,,2,
祐,,j,u,,6,
祖,ts,,u,,3,
祝,t,,u,ʔ,7,
神,ɕ,,i,n,2,
祥,ɕ,j,o,ŋ,2,
票,pʰ,j,a,u,5,
祭,tɕ,,i,,5,
禎,t,,i,n,1,
禱,t,,a,u,3,
禍,f,,o,,6,
稟,p,,i,n,3,
禁,tɕ,,i,n,5,
祿,l,,u,ʔ,7,
禪,s,,ɛ,n,2,
禪,s,,ɛ,n,6,
福,f,,u,ʔ,7,
禧,ɕ,,i,,1,
禹,,,i,,3,
離,t,,i,,2,
禽,tɕʰ,,i,n,2,
禾,,w,o,,2,
秀,ɕ,j,u,,5,
私,s,,ɿ,,1,
禿,tʰ,,u,t,8,
秉,p,,i,n,3,
秋,tɕʰ,j,u,,1,
種,t,,u,ŋ,3,
種,t,,u,ŋ,5,
科,kʰ,w,o,,1,
秒,m,j,a,u,3,
祕,p,,i,,5,
租,ts,,u,,1,
秤,tʰ,,i,n,5,
秦,tɕʰ,,i,n,2,
秧,,j,o,ŋ,1,
秩,tʰ,,i,t,8,
積,tɕ,,i,ʔ,7,
稱,tʰ,,i,n,1,
稱,tʰ,,i,n,5,
移,,,i,,2,
穢,,w,i,,5,
稀,ɕ,,i,,1,
程,tʰ,,a,ŋ,2,白
程,tʰ,,i,n,2,文
稍,s,,a,u,3,
稅,s,w,i,,5,
稚,tʰ,,i,,6,
稠,tʰ,j,u,,2,
穩,,,u,n,3,
稷,tɕ,,i,ʔ,7,
稻,tʰ,,a,u,6,
稽,tɕ,,i,,1,
稿,k,,a,u,3,
穆,m,,u,ʔ,7,
穴,n,ɥ,o,t,8,
究,tɕ,j,u,,5,
窮,tɕʰ,j,u,ŋ,2,
穹,tɕʰ,j,u,ŋ,2,
空,kʰ,,u,ŋ,1,
穿,tʰ,,o,n,1,
突,tʰ,,u,t,8,
窄,ts,,ɛ,ʔ,7,
竅,tɕʰ,j,a,u,5,
窒,t,,i,t,7,
窗,tsʰ,,o,ŋ,1,
窘,tɕ,,y,n,3,
竄,tsʰ,,o,n,5,
窩,,w,o,,1,
窟,kʰ,,u,t,7,
窠,,w,o,,1,
窺,kʰ,w,i,,1,
窿,t,j,u,ŋ,2,
立,t,,i,t,7,
豎,s,,u,,6,
站,ts,,a,n,5,
競,tɕʰ,,i,n,6,
竟,tɕ,,i,n,5,
章,t,,o,ŋ,1,
竣,tɕ,,y,n,5,
童,tʰ,,u,ŋ,2,
竭,tɕʰ,j,ɛ,t,8,
端,t,,o,n,1,
竹,t,,u,ʔ,7,
竿,k,,o,n,1,
篤,t,,u,ʔ,7,
筍,ɕ,,y,n,3,
笑,ɕ,j,a,u,5,
筆,p,,i,t,7,
笙,s,,a,ŋ,1,白
笙,s,,ɛ,n,1,文
笛,t,j,a,ʔ,8,白
笛,t,,i,ʔ,8,文
符,f,,u,,2,
笨,p,,u,n,5,
第,tʰ,,i,,6,
箋,tɕ,j,ɛ,n,1,
籠,l,,u,ŋ,2,
等,t,,ɛ,n,3,
筋,tɕ,,i,n,1,
筏,f,,a,t,8,
筐,tɕʰ,j,o,ŋ,1,
筑,t,,u,ʔ,7,
筒,tʰ,,u,ŋ,2,
答,t,,a,t,7,
策,tsʰ,,ɛ,ʔ,7,
箏,t,,ɛ,n,1,白
箏,ts,,ɛ,n,1,文
筵,,j,ɛ,n,2,
籌,tʰ,j,u,,2,
籤,tɕʰ,j,ɛ,n,1,
簡,k,,a,n,3,
箍,k,,u,,1,
算,s,,o,n,5,
管,k,w,o,n,3,
簫,ɕ,j,a,u,1,
簫,ɕ,j,a,u,1,
箭,tɕ,j,ɛ,n,5,
箱,ɕ,j,o,ŋ,1,
箸,t,,u,,5,
篆,tʰ,,o,n,6,
篇,pʰ,j,ɛ,n,1,
篡,tsʰ,,o,n,5,
籃,l,,a,n,2,
籬,t,,i,,2,
篷,pʰ,,u,ŋ,2,
篾,m,j,ɛ,t,8,
簪,ts,,o,n,1,
簸,p,,o,,5,
籍,tɕʰ,,i,ʔ,8,
米,m,,i,,3,
類,t,,i,,6,
粉,f,,u,n,3,
粒,t,,i,t,7,
粒,t,,i,ʔ,7,
粗,tsʰ,,u,,1,
粘,n,j,ɛ,n,2,白
粘,t,,ɛ,n,1,文
粟,ɕ,j,u,ʔ,7,
粵,,ɥ,o,t,7,
粥,t,,u,ʔ,7,
糞,f,,u,n,5,
糧,t,j,o,ŋ,2,
糉,ts,,u,ŋ,5,
精,tɕ,j,a,ŋ,1,白
精,tɕ,,i,n,1,文
糖,tʰ,,o,ŋ,2,
糜,m,,i,,2,
糠,kʰ,,o,ŋ,1,
系,tɕ,,i,,5,白
系,ɕ,,i,,6,文
素,s,,u,,5,
索,s,,o,ʔ,7,
緊,tɕ,,i,n,3,
紫,ts,,ɿ,,3,
累,l,w,i,,6,
絮,s,,ɛ,,5,白
絮,ɕ,j,ɛ,,5,白
繁,f,,a,n,2,
纂,ts,,o,n,3,
糾,tɕ,j,u,,1,
紅,f,,u,ŋ,2,
紂,tʰ,j,u,,6,
纖,ɕ,j,ɛ,n,1,
約,,j,o,ʔ,7,
級,tɕ,,i,t,7,
紈,,ɥ,o,n,2,
紀,tɕ,,i,,5,
緯,,w,i,,6,
純,s,,u,n,2,
紗,s,,a,,1,
綱,k,,o,ŋ,1,
納,l,,a,t,7,
縱,tɕ,j,u,ŋ,1,
縱,tɕ,j,u,ŋ,5,
紙,t,,i,,3,
紋,,,u,n,2,
紡,f,,o,ŋ,3,
紐,n,j,u,,3,
線,ɕ,j,ɛ,n,5,
練,t,ɥ,o,n,6,
組,ts,,u,,3,
細,ɕ,,i,,5,
織,t,,i,ʔ,7,
終,t,,u,ŋ,1,
縐,ts,,ɛ,u,5,
絆,pʰ,,o,n,6,
絀,t,w,o,t,7,
紹,s,,ɛ,u,3,
經,tɕ,j,a,ŋ,1,白
經,tɕ,,i,n,1,文
絨,l,,u,ŋ,2,
結,tɕ,j,ɛ,t,7,
絝,kʰ,,u,,5,
繞,l,,ɛ,u,3,
絕,tɕʰ,ɥ,o,t,8,
絞,k,,a,u,3,
統,tʰ,,u,ŋ,3,
絹,tɕ,ɥ,o,n,5,
繡,ɕ,j,u,,5,
綏,s,w,i,,1,
繼,tɕ,,i,,5,
績,tɕ,,i,ʔ,7,
緒,ɕ,,i,,6,
續,ɕ,j,u,ʔ,8,
綽,tʰ,,o,ʔ,7,
繩,ɕ,,i,n,2,
維,,w,i,,2,
綢,tʰ,j,u,,2,
綠,t,j,u,ʔ,7,
綴,t,w,i,,5,
綴,t,,ɛ,t,7,
緬,m,j,ɛ,n,3,
纜,l,,a,n,3,
緝,tɕʰ,,i,t,8,
緞,h,,o,n,6,白
緞,tʰ,,o,n,6,文
緩,f,,o,n,6,
縷,t,,i,,3,
編,p,j,ɛ,n,1,
緣,,ɥ,o,n,2,
縛,f,,o,ʔ,8,
縫,f,,u,ŋ,6,白
縫,f,,u,ŋ,2,文
纏,tʰ,,ɛ,n,2,
縊,,,i,,5,
纓,,,i,n,1,
縮,s,,o,ʔ,7,
繆,m,j,u,,6,
繳,tɕ,j,a,u,3,
缸,k,,o,ŋ,1,
缺,tɕʰ,ɥ,o,t,7,
罄,tɕʰ,,i,n,5,
網,m,,o,ŋ,3,白
網,,w,o,ŋ,3,文
罕,h,,o,n,3,
羅,l,,o,,2,
罰,f,,a,t,8,
罷,pʰ,,a,,6,
罩,ts,,a,u,5,
罪,tsʰ,w,o,i,6,
罪,tsʰ,w,i,,6,
置,t,,i,,5,
署,s,,u,,6,
羈,tɕ,,i,,1,
羊,,j,o,ŋ,2,
羌,tɕʰ,j,o,ŋ,1,
美,m,,i,,3,
羔,k,,a,u,1,
羞,ɕ,j,u,,1,
羨,ɕ,ɥ,o,n,6,
羣,tɕʰ,,y,n,2,
羹,k,,a,ŋ,1,白
羹,k,,ɛ,n,1,文
羽,,,i,,3,
翁,,,u,ŋ,1,
翅,tʰ,,i,,5,
翕,ɕ,,i,t,7,
翠,tɕʰ,,i,,5,
翰,h,,o,n,6,
翻,f,,a,n,1,
翼,,,i,,ʔ,白
翼,,,i,ʔ,7,文
耀,,j,a,u,6,
老,l,,a,u,3,
考,kʰ,,a,u,3,
者,t,,a,,3,
耆,tɕʰ,,i,,2,
而,,,ɛ,,2,
耐,l,,a,i,6,
耕,k,,a,ŋ,1,白
耕,k,,ɛ,n,1,文
耗,h,,a,u,1,
耨,l,,ɛ,u,6,
耳,,,ɛ,,3,
耶,,j,a,,2,
恥,tʰ,,i,,3,
耽,t,,a,n,1,
耿,k,,ɛ,n,3,
聶,n,j,ɛ,t,8,
聃,t,,a,n,1,
聊,t,j,a,u,2,
聾,l,,u,ŋ,2,
職,t,,i,ʔ,7,
聯,t,ɥ,o,n,2,
聘,pʰ,,i,n,5,
聚,tɕʰ,,i,,6,
聰,tsʰ,,u,ŋ,1,
肅,ɕ,j,u,ʔ,7,
肄,,,i,,6,
肆,s,,ɿ,,5,
肇,tʰ,,ɛ,u,6,
肉,n,j,u,ʔ,8,白
肉,l,,u,ʔ,7,文
肋,l,,ɛ,ʔ,7,
肌,tɕ,,i,,1,
肘,t,j,u,,3,
肚,tʰ,,u,,6,
肚,t,,u,,3,
肛,k,,o,ŋ,1,
腸,tʰ,,o,ŋ,2,
股,k,,u,,3,
肢,t,,i,,1,
膚,f,,u,,1,
肥,f,,i,,2,
肩,tɕ,j,ɛ,n,1,
肪,f,,o,ŋ,2,
骯,,,o,ŋ,1,
肯,kʰ,,ɛ,n,3,
肱,k,w,ɛ,n,1,
育,,j,u,ʔ,7,
餚,h,,a,u,2,
肺,f,,i,,5,
腎,ɕ,,i,n,6,
腫,t,,u,ŋ,3,
脅,ɕ,j,ɛ,t,8,
胃,,w,i,,6,
胄,tʰ,j,u,,6,
膽,t,,a,n,3,
背,p,,a,i,5,白
背,p,,i,,5,文
背,p,,o,i,5,
胎,tʰ,,a,i,1,
胖,pʰ,,o,ŋ,5,
胚,pʰ,,i,,1,
胚,pʰ,,o,i,1,
勝,ɕ,,i,n,1,
勝,ɕ,,i,n,5,
胞,p,,a,u,1,
胡,f,,u,,2,
胥,s,,ɛ,,1,白
胥,ɕ,,i,,1,文
胰,,,i,,2,
胳,k,,o,ʔ,7,
膠,k,,a,u,1,
胸,ɕ,j,u,ŋ,1,
能,l,,ɛ,n,2,
脂,t,,i,,1,
脆,tsʰ,w,i,,5,
脈,m,,ɛ,ʔ,7,
脊,tɕ,,i,ʔ,7,
髒,ts,,o,ŋ,1,
臍,tsʰ,,ɿ,,2,白
臍,tɕ,,i,,1,文
腦,l,,a,u,3,
膿,l,,u,ŋ,2,
腳,tɕ,j,o,ʔ,7,
脫,tʰ,w,o,t,7,
脾,pʰ,,i,,2,
臘,l,,a,t,8,
腌,,j,ɛ,n,1,
腐,f,,u,,3,
腕,,w,o,n,3,
腥,ɕ,,i,n,1,
腮,s,,a,i,1,
腰,,j,a,u,1,
腱,tɕ,j,ɛ,n,5,
腹,f,,u,ʔ,8,
騰,tʰ,,ɛ,n,2,
腿,tʰ,w,o,i,3,白
腿,tʰ,w,i,,3,文
膏,k,,a,u,1,
膜,m,,o,ʔ,7,
膝,s,,ɛ,t,7,白
膝,ɕ,,i,t,7,文
膨,pʰ,,a,ŋ,2,白
膻,s,,ɛ,n,1,
臂,p,,i,,5,
臊,s,,a,u,1,
臣,ɕ,,i,n,2,
臧,ts,,o,ŋ,1,
自,tsʰ,,ɿ,,6,
臬,n,j,ɛ,t,7,
臭,tʰ,j,u,,5,
至,t,,i,,5,
致,t,,i,,5,
臻,ts,,ɛ,n,1,
臼,tɕʰ,j,u,,3,
臾,,,i,,2,
舀,,j,a,u,3,
舂,tʰ,,u,ŋ,1,
舅,tɕʰ,j,u,,6,
舌,s,,ɛ,t,8,
舍,s,,a,,3,
舍,s,,a,,5,
舒,s,,u,,1,
舛,tʰ,,o,n,3,
舜,s,,u,n,5,
舞,,,u,,3,
舟,t,j,u,,1,
艦,l,,a,n,6,
船,s,,o,n,2,
艇,tʰ,,i,n,3,
艮,k,,ɛ,n,5,
良,t,j,o,ŋ,2,
艱,k,,a,n,1,
色,s,,ɛ,ʔ,7,
豔,,j,ɛ,n,6,
藝,n,,i,,6,
艾,ŋ,,a,i,6,
節,tɕ,j,ɛ,t,7,
芋,,,i,,6,
芍,s,,o,ʔ,8,
芒,m,,o,ŋ,2,
芝,t,,i,,1,
芥,k,,a,i,5,
芬,f,,u,n,1,
芭,p,,a,,1,
花,f,,a,,1,
花,f,,a,,6,
芳,f,,o,ŋ,1,
芹,tɕʰ,,i,n,2,
芽,ŋ,,a,,2,
葦,,w,i,,3,
蒼,tsʰ,,o,ŋ,1,
蘇,s,,u,,1,
苔,tʰ,,a,i,2,
苗,m,j,a,u,2,
苟,k,,ɛ,u,3,
苦,kʰ,,u,,3,
英,,,i,n,1,
茂,m,,ɛ,u,6,
范,f,,a,n,6,
茄,tɕʰ,ɥ,o,,1,
茅,m,,a,u,2,
塋,,j,u,ŋ,2,
繭,tɕ,j,ɛ,n,3,
茫,m,,o,ŋ,2,
茶,tsʰ,,a,,2,
茸,l,,u,ŋ,2,
荀,ɕ,,y,n,6,
荊,tɕ,,i,n,1,
草,tsʰ,,a,u,3,
薦,tɕ,j,ɛ,n,5,
荒,f,,o,ŋ,1,
荔,t,,i,,6,
薺,tɕʰ,,i,,6,
蕩,tʰ,,o,ŋ,6,
榮,,j,u,ŋ,2,
榮,,j,a,ŋ,2,白
葷,f,,u,n,1,
蔭,,,i,n,5,
藥,,j,o,ʔ,8,
荷,h,,o,,2,
荷,h,,o,,6,
莠,,j,u,,3,
莫,m,,o,ʔ,8,
蓮,t,j,ɛ,n,2,
鶯,,,i,n,1,
蓴,s,,u,n,2,
莽,m,,o,ŋ,3,「長」
菊,tɕ,j,u,ʔ,7,
菓,k,w,o,,3,
菜,tsʰ,,a,i,5,
菩,pʰ,,u,,2,
菱,t,,i,n,2,
菲,f,,i,,1,
菲,f,,i,,3,
萄,tʰ,,a,u,2,
萌,m,,ɛ,n,2,
螢,,j,a,ŋ,2,白
螢,,j,u,ŋ,2,文
營,,j,u,ŋ,2,
蕭,ɕ,j,a,u,1,
蕭,ɕ,j,a,u,1,
薩,s,,a,t,7,
落,l,,o,ʔ,8,
著,t,,u,,5,
葚,ɕ,,i,n,6,
葛,k,,o,t,7,
董,t,,u,ŋ,3,
葬,ts,,o,ŋ,5,
葵,kʰ,w,i,,2,
蔣,tɕ,j,o,ŋ,3,
蒙,m,,u,ŋ,2,
蒜,s,,o,n,5,
蒯,kʰ,w,a,i,3,
蒲,pʰ,,u,,2,
蒸,t,,i,n,1,
蒿,h,,a,u,2,
蓄,ɕ,j,u,ʔ,7,
蓑,s,,o,,1,
藍,l,,a,n,2,
蓬,pʰ,,u,ŋ,2,
蔗,t,,a,,5,
蔡,tsʰ,,a,i,5,
蔬,s,,u,,1,
蔻,kʰ,,ɛ,u,5,
蔽,p,,i,,5,
蔽,pʰ,,i,,6,
蕈,tɕʰ,,i,n,6,
蕊,l,w,i,,3,
薄,pʰ,,u,,1,
薄,pʰ,,o,ʔ,8,
薇,,w,i,,2,
薛,ɕ,j,ɛ,t,7,
薨,f,,ɛ,n,1,
薰,ɕ,,y,n,1,
藏,tsʰ,,o,ŋ,2,
藏,tsʰ,,o,ŋ,6,
藐,m,j,a,u,3,
蘚,tɕʰ,j,ɛ,n,3,
藕,ŋ,,ɛ,u,3,
藤,tʰ,,ɛ,n,2,
藩,f,,a,n,2,
藿,f,,o,ʔ,7,
蘸,ts,,a,n,5,
虎,f,,u,,3,
虜,l,,u,,3,
虐,n,j,o,ʔ,7,
慮,t,,i,,5,
虔,tɕʰ,j,ɛ,n,2,
虛,ɕ,,i,,1,
